SpectraSuite Data File
++++++++++++++++++++++++++++++++++++
Date: Tue Oct 21 16:20:0 EET 2025
User: mkilpela
Dark Spectrum Present: Yes
Reference Spectrum Present: No
Number of Sampled Component Spectra: 1
Spectrometers: JAZA2845
Integration Time (usec): 1252 (JAZA2845)
Spectra Averaged: 1 (JAZA2845)
Boxcar Smoothing: 0 (JAZA2845)
Correct for Electrical Dark: No (JAZA2845)
Strobe/Lamp Enabled: No (JAZA2845)
Correct for Detector Non-linearity: No (JAZA2845)
Correct for Stray Light: No (JAZA2845)
Number of Pixels in Processed Spectrum: 2048
>>>>>Begin Processed Spectral Data<<<<<
340,21	0,0000E00
340,58	0,0000E00
340,96	0,0000E00
341,33	0,0000E00
341,70	0,0000E00
342,07	-0,0000E00
342,45	-0,0000E00
342,82	-0,0000E00
343,19	-0,0000E00
343,57	-0,0000E00
343,94	0,0000E00
344,31	-0,0000E00
344,68	0,0000E00
345,06	-0,0000E00
345,43	-0,0000E00
345,80	0,0000E00
346,18	0,0000E00
346,55	0,0000E00
346,92	0,0000E00
347,29	-0,0000E00
347,67	-0,0000E00
348,04	0,0000E00
348,41	0,0000E00
348,78	-0,0000E00
349,16	-0,0000E00
349,53	-0,0000E00
349,90	-0,0000E00
350,27	4,9591E00
350,64	-6,7629E-01
351,02	-1,3046E00
351,39	6,6801E00
351,76	3,9562E00
352,13	-1,8109E01
352,51	3,7965E01
352,88	-9,0905E00
353,25	-8,2303E01
353,62	-1,1182E01
353,99	0,0000E00
354,37	-1,2627E00
354,74	5,4409E00
355,11	-1,6221E00
355,48	6,1680E00
355,85	-2,1579E00
356,23	1,4811E00
356,60	-7,2679E00
356,97	0,0000E00
357,34	7,5748E-01
357,71	1,2888E02
358,08	1,4274E01
358,46	-5,2763E00
358,83	-6,6010E00
359,20	2,5394E00
359,57	-3,5987E00
359,94	-1,1058E02
360,31	-1,3899E01
360,69	7,5324E00
361,06	-7,0982E00
361,43	-2,1663E-01
361,80	-6,1378E00
362,17	1,4971E01
362,54	-1,3464E00
362,91	8,9902E00
363,29	7,1158E-01
363,66	1,0508E01
364,03	4,1556E00
364,40	-5,4299E00
364,77	9,6367E00
365,14	8,5080E00
365,51	-1,9770E00
365,88	2,6099E-01
366,26	-9,4997E-01
366,63	7,4181E00
367,00	5,6288E00
367,37	-1,4314E01
367,74	-2,9448E00
368,11	-5,9428E00
368,48	8,0443E-01
368,85	7,7603E00
369,22	1,7253E01
369,59	1,3076E00
369,97	1,1744E01
370,34	4,2963E00
370,71	5,5720E00
371,08	3,0278E-01
371,45	1,1647E01
371,82	7,5844E00
372,19	-2,9061E00
372,56	-1,7463E00
372,93	-2,8664E00
373,30	4,5575E00
373,67	-6,3926E00
374,04	-8,0716E00
374,41	-3,1928E00
374,78	2,6315E00
375,15	2,5026E00
375,52	-1,0052E01
375,89	-3,4524E00
376,26	-3,7866E00
376,63	1,1584E00
377,00	8,7570E00
377,38	-2,8599E00
377,75	2,1587E00
378,12	-5,3733E00
378,49	4,4523E00
378,86	1,8240E00
379,23	1,1609E01
379,60	-3,6762E00
379,97	-6,8978E-01
380,34	-5,8144E00
380,71	3,5591E00
381,08	-2,4601E00
381,45	1,2762E00
381,82	-1,4709E00
382,19	-1,4458E00
382,55	1,8881E00
382,92	3,5358E00
383,29	-4,3083E00
383,66	1,8024E00
384,03	3,8977E00
384,40	7,8131E00
384,77	-4,1515E00
385,14	9,2084E00
385,51	3,2143E00
385,88	-5,3382E00
386,25	3,2038E00
386,62	6,1359E00
386,99	3,3008E00
387,36	3,3336E00
387,73	3,6956E00
388,10	-1,2820E00
388,47	2,6094E00
388,84	6,5796E00
389,21	4,2636E00
389,58	-1,4221E00
389,94	1,3085E00
390,31	-1,7538E00
390,68	-5,0251E00
391,05	1,8745E00
391,42	-9,8580E-01
391,79	1,9139E00
392,16	4,3749E00
392,53	2,6009E00
392,90	-1,8008E00
393,27	3,1894E00
393,63	8,8971E00
394,00	3,8174E00
394,37	8,0009E00
394,74	2,8654E00
395,11	9,0685E00
395,48	5,2197E00
395,85	4,3570E00
396,22	6,9155E00
396,58	8,5550E00
396,95	1,1379E01
397,32	4,4235E00
397,69	3,8518E00
398,06	1,1051E01
398,43	2,2154E00
398,80	4,1733E00
399,16	7,1998E00
399,53	7,0016E00
399,90	1,0314E00
400,27	-2,5811E00
400,64	7,0653E00
401,01	4,1115E00
401,37	5,6263E00
401,74	-3,0959E00
402,11	4,7554E00
402,48	-5,3337E-01
402,85	3,3833E00
403,22	-1,7905E00
403,58	8,5271E00
403,95	-3,1047E00
404,32	6,6236E00
404,69	2,0079E00
405,06	4,9866E00
405,42	4,1992E00
405,79	1,1681E01
406,16	-1,3811E00
406,53	2,3492E00
406,89	-1,1774E00
407,26	3,1980E00
407,63	2,4385E00
408,00	4,2132E00
408,37	3,9110E00
408,73	1,1015E00
409,10	3,9184E00
409,47	7,5634E00
409,84	7,4518E00
410,20	7,6250E00
410,57	6,4218E00
410,94	1,1608E00
411,31	6,2578E00
411,67	4,1885E00
412,04	5,6813E00
412,41	4,7867E00
412,77	-2,1400E00
413,14	4,7033E00
413,51	-7,5698E-01
413,88	4,1671E00
414,24	5,4680E00
414,61	6,4030E00
414,98	3,1626E00
415,34	5,4091E00
415,71	7,0480E00
416,08	6,4144E00
416,45	7,0900E00
416,81	7,5116E00
417,18	5,1504E00
417,55	5,5495E00
417,91	4,1814E00
418,28	8,3152E00
418,65	6,6863E00
419,01	7,6545E00
419,38	1,1735E01
419,75	1,4589E01
420,11	1,0524E01
420,48	2,2956E01
420,85	2,4684E01
421,21	3,4820E01
421,58	4,0565E01
421,95	4,3287E01
422,31	5,4891E01
422,68	6,7269E01
423,05	8,1085E01
423,41	9,3716E01
423,78	9,8783E01
424,15	1,1583E02
424,51	1,3250E02
424,88	1,4158E02
425,24	1,5246E02
425,61	1,6866E02
425,98	1,9301E02
426,34	2,1181E02
426,71	2,2246E02
427,07	2,4044E02
427,44	2,5858E02
427,81	2,7227E02
428,17	2,9383E02
428,54	2,9503E02
428,90	3,3808E02
429,27	3,4181E02
429,64	3,5905E02
430,00	4,0104E02
430,37	4,3842E02
430,73	4,6137E02
431,10	4,5378E02
431,46	5,0105E02
431,83	5,3279E02
432,20	5,8556E02
432,56	6,2823E02
432,93	6,5479E02
433,29	6,6893E02
433,66	7,3077E02
434,02	7,9190E02
434,39	8,3741E02
434,75	9,0355E02
435,12	9,4669E02
435,49	1,0852E03
435,85	1,1034E03
436,22	1,1519E03
436,58	1,2078E03
436,95	1,2953E03
437,31	1,3580E03
437,68	1,4441E03
438,04	1,5609E03
438,41	1,5791E03
438,77	1,7270E03
439,14	1,7333E03
439,50	1,7037E03
439,87	1,8649E03
440,23	1,9580E03
440,60	2,0209E03
440,96	2,0738E03
441,33	2,1723E03
441,69	2,1937E03
442,06	2,2840E03
442,42	2,3370E03
442,78	2,3909E03
443,15	2,3979E03
443,51	2,4278E03
443,88	2,4647E03
444,24	2,4958E03
444,61	2,5078E03
444,97	2,5165E03
445,34	2,6434E03
445,70	2,5499E03
446,07	2,6330E03
446,43	2,5458E03
446,79	2,5714E03
447,16	2,5817E03
447,52	2,5848E03
447,89	2,4995E03
448,25	2,5379E03
448,62	2,5742E03
448,98	2,4395E03
449,34	2,4474E03
449,71	2,5169E03
450,07	2,3454E03
450,44	2,4048E03
450,80	2,4075E03
451,16	2,3431E03
451,53	2,2969E03
451,89	2,2584E03
452,25	2,2390E03
452,62	2,3346E03
452,98	2,1416E03
453,35	2,1321E03
453,71	2,0488E03
454,07	2,0423E03
454,44	2,0062E03
454,80	1,9514E03
455,16	1,8893E03
455,53	1,8206E03
455,89	1,7030E03
456,25	1,6736E03
456,62	1,5800E03
456,98	1,5716E03
457,34	1,5242E03
457,71	1,4882E03
458,07	1,3679E03
458,43	1,3542E03
458,80	1,2871E03
459,16	1,2340E03
459,52	1,2398E03
459,89	1,1351E03
460,25	1,0565E03
460,61	1,0505E03
460,98	9,9427E02
461,34	9,4320E02
461,70	8,8570E02
462,07	8,5825E02
462,43	8,1752E02
462,79	7,9073E02
463,15	7,3977E02
463,52	7,2774E02
463,88	6,9900E02
464,24	6,4363E02
464,61	6,0587E02
464,97	6,0553E02
465,33	5,7134E02
465,69	5,3291E02
466,06	5,0347E02
466,42	5,0410E02
466,78	4,4498E02
467,14	4,1926E02
467,51	3,8459E02
467,87	3,6920E02
468,23	3,3993E02
468,59	3,1993E02
468,95	2,8825E02
469,32	2,6132E02
469,68	2,4479E02
470,04	2,1723E02
470,40	2,0309E02
470,77	1,7917E02
471,13	1,7070E02
471,49	1,4734E02
471,85	1,2912E02
472,21	1,1671E02
472,58	9,5464E01
472,94	8,3393E01
473,30	7,1877E01
473,66	5,7453E01
474,02	4,1719E01
474,39	3,4943E01
474,75	2,3509E01
475,11	1,5233E01
475,47	1,3257E01
475,83	8,8780E00
476,19	7,3748E00
476,56	4,5205E00
476,92	4,3454E00
477,28	1,9182E00
477,64	3,1295E00
478,00	3,1058E00
478,36	4,8608E00
478,72	2,9432E00
479,09	2,9737E00
479,45	2,2009E00
479,81	1,6684E00
480,17	-6,4083E-01
480,53	3,7250E00
480,89	-1,2680E00
481,25	8,1866E-01
481,61	5,2310E-01
481,97	1,7366E00
482,34	5,0933E-01
482,70	1,0429E00
483,06	1,5785E00
483,42	2,3196E00
483,78	6,8174E-01
484,14	1,9005E00
484,50	1,7555E00
484,86	2,0474E00
485,22	2,1489E00
485,58	2,3857E00
485,94	1,3953E00
486,31	2,1372E00
486,67	9,3098E-01
487,03	7,9137E-01
487,39	2,2154E-01
487,75	1,5578E00
488,11	1,6205E00
488,47	6,5017E-01
488,83	-5,5892E-01
489,19	-5,1284E-01
489,55	6,9431E-01
489,91	-7,9958E-01
490,27	1,2693E-01
490,63	4,5537E-01
490,99	8,7438E-01
491,35	1,1108E00
491,71	2,4608E-01
492,07	1,6030E-01
492,43	6,8394E-01
492,79	3,1984E-01
493,15	2,1864E00
493,51	9,7085E-01
493,87	6,2902E-01
494,23	1,4713E00
494,59	1,3424E00
494,95	1,0208E00
495,31	3,1253E-01
495,67	-3,5206E-01
496,03	5,3652E-01
496,39	4,9835E-01
496,75	1,3571E00
497,11	4,5509E-01
497,47	6,7589E-01
497,83	7,5517E-01
498,19	-2,2114E-01
498,55	1,4679E00
498,91	9,3643E-01
499,27	6,6830E-01
499,63	9,7855E-01
499,98	7,6262E-01
500,34	1,5915E00
500,70	5,7756E-01
501,06	1,0843E00
501,42	3,2501E-01
501,78	-7,4857E-01
502,14	1,7789E-01
502,50	-1,1311E00
502,86	-1,1497E00
503,22	3,8436E-01
503,58	1,9681E00
503,94	6,9247E-01
504,29	9,9899E-01
504,65	9,3668E-01
505,01	1,0697E00
505,37	-3,4869E-02
505,73	6,8598E-01
506,09	7,9130E-01
506,45	1,0061E00
506,81	2,4080E-01
507,16	4,4328E-01
507,52	-4,7457E-01
507,88	-7,8901E-01
508,24	6,0731E-01
508,60	9,7681E-01
508,96	-6,7895E-01
509,32	-8,4727E-01
509,67	1,6208E00
510,03	7,0904E-01
510,39	6,4069E-01
510,75	3,7301E-01
511,11	6,7693E-01
511,47	-4,7040E-01
511,82	-6,3967E-01
512,18	1,4101E00
