Ledurrents,rstarPerSecond,ndf2,ndf3,ndf4,ndf5,ndf6
85,845583189.75,222411.04,9708.59,336.63,27.36,1.11
86,857592056.97,225569.69,9846.47,341.41,27.75,1.13
87,840610476.73,221103.08,9651.5,334.65,27.2,1.11
88,851738960.87,224030.17,9779.27,339.08,27.56,1.12
89,864440248.7,227370.95,9925.1,344.14,27.97,1.14
90,877731683.34,230866.96,10077.71,349.43,28.4,1.16
91,891222137.06,234415.31,10232.6,354.8,28.84,1.17
92,902035507.65,237259.51,10356.75,359.11,29.19,1.19
93,915040852.41,240680.27,10506.07,364.28,29.61,1.21
94,894301404.75,235225.24,10267.95,356.03,28.94,1.18
95,909012232.38,239094.58,10436.86,361.88,29.42,1.2
96,922392119.94,242613.85,10590.48,367.21,29.85,1.22
97,934207496.38,245721.61,10726.14,371.91,30.23,1.23
98,948000625.13,249349.57,10884.5,377.41,30.68,1.25
99,963431514.9,253408.31,11061.67,383.55,31.18,1.27
100,975375424.56,256549.88,11198.81,388.3,31.56,1.29
101,953734862.72,250857.83,10950.34,379.69,30.86,1.26
102,966791344.16,254292.03,11100.25,384.89,31.28,1.27
103,979905872.95,257741.51,11250.82,390.11,31.71,1.29
104,992488302.27,261051.02,11395.29,395.12,32.12,1.31
105,1006007779.66,264607.01,11550.51,400.5,32.55,1.33
106,1018116156.2,267791.83,11689.54,405.32,32.95,1.34
107,1030267377.51,270987.93,11829.05,410.16,33.34,1.36
108,1007431318.82,264981.44,11566.86,401.07,32.6,1.33
109,1020192035.91,268337.85,11713.37,406.15,33.01,1.34
110,1032131799.39,271478.32,11850.46,410.9,33.4,1.36
111,1045271205.45,274934.34,12001.32,416.13,33.82,1.38
112,1058326304.99,278368.18,12151.21,421.33,34.25,1.4
113,1072574137.1,282115.74,12314.8,427,34.71,1.41
114,1087349922.29,286002.17,12484.45,432.88,35.19,1.43
115,1059622693.29,278709.17,12166.1,421.84,34.29,1.4
116,1072173334.67,282010.32,12310.2,426.84,34.69,1.41
117,1084642433.58,285290.03,12453.36,431.8,35.1,1.43
118,1100387054.99,289431.28,12634.13,438.07,35.61,1.45
119,1113925881.35,292992.36,12789.58,443.46,36.05,1.47
120,1127189674.45,296481.09,12941.87,448.74,36.48,1.49
121,1140519807.24,299987.27,13094.92,454.05,36.91,1.5
122,1111475458.84,292347.83,12761.45,442.49,35.97,1.47
123,1126067427.95,296185.91,12928.98,448.3,36.44,1.48
124,1139643570.56,299756.8,13084.86,453.7,36.88,1.5
125,1152292339.35,303083.77,13230.09,458.74,37.29,1.52
126,1163383507.47,306001.04,13357.43,463.15,37.65,1.53
127,1176985909.48,309578.84,13513.61,468.57,38.09,1.55
128,1190564816.13,313150.45,13669.51,473.97,38.53,1.57
129,1160652523.17,305282.72,13326.07,462.06,37.56,1.53
130,1172859027.34,308493.36,13466.22,466.92,37.95,1.55
131,1184645380.33,311593.48,13601.55,471.62,38.33,1.56
132,1198134451.92,315141.47,13756.42,476.99,38.77,1.58
133,1211952457.94,318775.98,13915.08,482.49,39.22,1.6
134,1226128421.83,322504.63,14077.84,488.13,39.68,1.62
135,1238520124.43,325763.98,14220.11,493.06,40.08,1.63
136,1208095080.97,317761.38,13870.79,480.95,39.09,1.59
137,1221234487.26,321217.4,14021.65,486.18,39.52,1.61
138,1235498904.08,324969.32,14185.43,491.86,39.98,1.63
139,1249314146.05,328603.1,14344.05,497.36,40.43,1.65
140,1261338216.06,331765.75,14482.1,502.15,40.82,1.66
141,1275621982.07,335522.77,14646.1,507.83,41.28,1.68
142,1289911276.16,339281.23,14810.16,513.52,41.74,1.7
143,1256377941.57,330461.07,14425.15,500.17,40.66,1.66
144,1269623767.61,333945.08,14577.23,505.45,41.08,1.67
145,1280373562.77,336772.56,14700.66,509.73,41.43,1.69
146,1293477034.94,340219.12,14851.1,514.94,41.86,1.71
147,1307885187.77,344008.85,15016.53,520.68,42.32,1.72
148,1320391602.69,347298.38,15160.12,525.66,42.73,1.74
149,1331846256.99,350311.26,15291.64,530.22,43.1,1.76
150,1297017916.23,341150.47,14891.76,516.35,41.97,1.71
151,1310254067.79,344631.93,15043.73,521.62,42.4,1.73
152,1323369978.71,348081.77,15194.32,526.84,42.82,1.74
153,1335066496.65,351158.27,15328.61,531.5,43.2,1.76
154,1348708978.72,354746.61,15485.25,536.93,43.64,1.78
155,1362955428.71,358493.8,15648.82,542.6,44.1,1.8
156,1376000853.54,361925.1,15798.6,547.8,44.53,1.81
157,1341247145.04,352783.94,15399.58,533.96,43.4,1.77
158,1351788246.42,355556.54,15520.61,538.16,43.74,1.78
159,1366986947.26,359554.2,15695.11,544.21,44.23,1.8
160,1380652924.92,363148.72,15852.02,549.65,44.68,1.82
161,1393115113.38,366426.61,15995.1,554.61,45.08,1.84
162,1405147475.74,369591.44,16133.25,559.4,45.47,1.85
163,1420657144.18,373670.9,16311.33,565.57,45.97,1.87
164,1381928581.9,363484.25,15866.66,550.16,44.72,1.82
165,1394593935.84,366815.58,16012.08,555.2,45.13,1.84
166,1405915910.76,369793.56,16142.07,559.71,45.49,1.85
167,1419624732.53,373399.35,16299.47,565.16,45.94,1.87
168,1432748936.02,376851.37,16450.16,570.39,46.36,1.89
169,1445846879.88,380296.48,16600.54,575.6,46.79,1.91
170,1457467383.42,383352.98,16733.96,580.23,47.16,1.92
171,1417429994.31,372822.07,16274.27,564.29,45.87,1.87
172,1431539618.51,376533.28,16436.27,569.91,46.32,1.89
173,1445016251.57,380078,16591.01,575.27,46.76,1.9
174,1455913928.92,382944.38,16716.13,579.61,47.11,1.92
175,1469378123.23,386485.82,16870.72,584.97,47.55,1.94
176,1482006160.93,389807.34,17015.71,590,47.96,1.95
177,1495386048.49,393326.61,17169.33,595.32,48.39,1.97
178,1453129043.67,382211.88,16684.15,578.5,47.02,1.92
179,1465723911.52,385524.67,16828.76,583.52,47.43,1.93
180,1479345662.5,389107.55,16985.16,588.94,47.87,1.95
181,1492561082.96,392583.56,17136.89,594.2,48.3,1.97
182,1504554747.39,395738.22,17274.6,598.97,48.69,1.98
183,1516654831.57,398920.87,17413.53,603.79,49.08,2
184,1530750635.12,402628.44,17575.37,609.4,49.53,2.02
185,1488073478.9,391403.2,17085.37,592.41,48.15,1.96
186,1499385779.33,394378.64,17215.25,596.92,48.52,1.98
187,1512728350.87,397888.1,17368.45,602.23,48.95,1.99
188,1525509799.06,401249.96,17515.2,607.32,49.36,2.01
189,1537991336.71,404532.94,17658.5,612.29,49.77,2.03
190,1551824545.51,408171.44,17817.33,617.79,50.22,2.05
191,1564886555.49,411607.1,17967.3,622.99,50.64,2.06
192,1519826698.37,399755.15,17449.95,605.05,49.18,2
193,1533842341.33,403441.64,17610.87,610.63,49.63,2.02
194,1546486964.18,406767.52,17756.05,615.67,50.04,2.04
195,1558983704.4,410054.49,17899.53,620.64,50.45,2.06
196,1572786507.62,413685,18058.01,626.14,50.89,2.07
197,1584516195.18,416770.22,18192.68,630.81,51.27,2.09
198,1596805624.19,420002.67,18333.78,635.7,51.67,2.1
199,1550095567.07,407716.68,17797.48,617.1,50.16,2.04
200,1562835553.05,411067.63,17943.75,622.18,50.57,2.06
201,1576068940.57,414548.37,18095.69,627.44,51,2.08
202,1587451726.87,417542.35,18226.38,631.98,51.37,2.09
203,1600057651.34,420858.04,18371.12,636.99,51.78,2.11
204,1613039500.74,424272.62,18520.17,642.16,52.2,2.13
205,1624524560.84,427293.5,18652.04,646.73,52.57,2.14
206,1578491721.54,415185.63,18123.51,628.41,51.08,2.08
207,1590576602.94,418364.27,18262.26,633.22,51.47,2.1
208,1601160548.86,421148.13,18383.78,637.43,51.81,2.11
209,1612863977.02,424226.45,18518.16,642.09,52.19,2.13
210,1626347520.3,427772.98,18672.97,647.46,52.63,2.14
211,1637780061.37,430780.05,18804.23,652.01,53,2.16
212,1649139352.52,433767.85,18934.65,656.53,53.37,2.17
213,1601815653.23,421320.44,18391.3,637.69,51.83,2.11
214,1614139634,424561.98,18532.8,642.6,52.23,2.13
215,1624494155.04,427285.5,18651.69,646.72,52.57,2.14
216,1638146311.82,430876.38,18808.44,652.16,53.01,2.16
217,1650228429.17,434054.3,18947.16,656.97,53.4,2.18
218,1663870911.25,437642.64,19103.79,662.4,53.84,2.19
219,1674998013.47,440569.37,19231.55,666.83,54.2,2.21
220,1627577568.9,428096.52,18687.09,647.95,52.67,2.15
221,1641036234.91,431636.51,18841.62,653.31,53.1,2.16
222,1652395525.85,434624.31,18972.04,657.83,53.47,2.18
223,1664437562.91,437791.68,19110.3,662.62,53.86,2.19
224,1677411119.96,441204.08,19259.26,667.79,54.28,2.21
225,1690535323.23,444656.09,19409.94,673.01,54.7,2.23
226,1703032063.67,447943.07,19553.42,677.99,55.11,2.25
227,1653678093.27,434961.66,18986.76,658.34,53.51,2.18
228,1665530785.95,438079.23,19122.85,663.06,53.9,2.2
229,1678160205.56,441401.11,19267.86,668.09,54.3,2.21
230,1689667378.9,444427.8,19399.98,672.67,54.68,2.23
231,1700361890.76,447240.75,19522.77,676.93,55.02,2.24
232,1711863535.79,450265.99,19654.82,681.51,55.39,2.26
233,1723710699.95,453382.11,19790.85,686.22,55.78,2.27
234,1672126057.44,439813.96,19198.58,665.69,54.11,2.2
235,1683590386.22,442829.39,19330.2,670.25,54.48,2.22
236,1694497738.05,445698.32,19455.44,674.59,54.83,2.23
237,1705769958.19,448663.21,19584.86,679.08,55.2,2.25
238,1716776819.55,451558.31,19711.24,683.46,55.55,2.26
239,1728885196.31,454743.14,19850.26,688.28,55.95,2.28
240,1739655722.57,457576.08,19973.92,692.57,56.29,2.29
241,1687491989.65,443855.62,19375,671.8,54.61,2.22
242,1698830549.49,446837.96,19505.18,676.32,54.97,2.24
243,1710970713.96,450031.15,19644.57,681.15,55.37,2.26
244,1720773786.35,452609.62,19757.13,685.05,55.68,2.27
245,1732358355.77,455656.67,19890.14,689.66,56.06,2.28
246,1744446001.43,458836.05,20028.92,694.48,56.45,2.3
247,1756152193.85,461915.09,20163.33,699.14,56.83,2.32
248,1702674105.79,447848.92,19549.31,677.85,55.1,2.24
249,1714475661.36,450953.05,19684.81,682.55,55.48,2.26
250,1725152206.38,453761.26,19807.4,686.8,55.82,2.27
251,1736797587.2,456824.31,19941.1,691.43,56.2,2.29
252,1747829326.06,459725.95,20067.77,695.82,56.56,2.3
253,1757911577.88,462377.86,20183.53,699.84,56.88,2.32
254,1769432571.88,465408.19,20315.8,704.42,57.26,2.33
255,1716510078.65,451488.15,19708.17,683.35,55.55,2.26
